49.128634,-122.7965438,2.44
49.1286342,-122.7965443,2.45
49.1286341,-122.7965448,2.46
49.1286341,-122.7965454,2.46
49.1286343,-122.7965461,2.45
49.1286346,-122.7965468,2.43
49.1286351,-122.7965476,2.43
49.1286356,-122.7965484,2.46
49.128636,-122.796549,2.48
49.1286362,-122.7965496,2.48
49.1286364,-122.7965504,2.48
49.1286366,-122.796551,2.5
49.1286368,-122.7965516,2.5
49.1286364,-122.7965521,2.46
49.1286363,-122.7965528,2.43
49.1286366,-122.7965536,2.42
49.1286366,-122.7965543,2.43
49.1286362,-122.7965548,2.47
49.1286359,-122.7965553,2.49
49.1286358,-122.7965557,2.5
49.1286358,-122.7965559,2.51
49.1286359,-122.7965561,2.53
49.1286359,-122.7965564,2.55
49.1286358,-122.7965568,2.58
49.1286359,-122.7965572,2.63
49.1286359,-122.7965575,2.67
49.1286357,-122.7965578,2.71
49.1286356,-122.796558,2.73
49.1286352,-122.7965583,2.75
49.1286348,-122.7965587,2.74
49.1286347,-122.7965588,2.74
49.1286346,-122.796559,2.72
49.1286345,-122.7965591,2.71
49.128635,-122.7965596,2.7
49.1286352,-122.7965599,2.68
49.1286355,-122.7965601,2.65
49.1286358,-122.7965603,2.62
49.1286363,-122.7965606,2.58
49.1286365,-122.7965609,2.56
49.1286372,-122.7965614,2.54
49.1286375,-122.7965612,2.52
49.1286396,-122.7965523,2.71
49.128643,-122.7965372,2.69
49.1286446,-122.7965229,2.65
49.1286458,-122.7965106,2.56
49.1286463,-122.7964988,2.55
49.1286463,-122.7964854,2.59
49.1286452,-122.7964741,2.57
49.1286432,-122.7964642,2.52
49.1286419,-122.796454,2.48
49.128641,-122.7964451,2.5
49.1286401,-122.7964371,2.46
49.128639,-122.7964305,2.39
49.128638,-122.7964229,2.37
49.1286374,-122.7964159,2.33
49.1286387,-122.7964131,2.37
49.1286402,-122.7964141,2.32
49.128641,-122.7964147,2.32
49.1286411,-122.796415,2.32
49.128641,-122.7964155,2.35
49.1286405,-122.7964164,2.4
49.12864,-122.7964176,2.44
49.1286399,-122.7964186,2.44
49.1286394,-122.7964187,2.43
49.1286391,-122.7964186,2.43
49.1286385,-122.7964187,2.42
49.1286381,-122.7964187,2.38
49.1286373,-122.796419,2.37
49.1286345,-122.7964183,2.43
49.1286275,-122.7964168,2.52
49.128616,-122.7964114,2.56
49.128607,-122.7964041,2.55
49.1285989,-122.7963933,2.5
49.1285933,-122.7963772,2.56
49.1285904,-122.796359,2.52
49.1285889,-122.796344,2.38
49.1285879,-122.7963276,2.41
49.1285873,-122.7963127,2.5
49.1285874,-122.796298,2.47
49.1285878,-122.7962829,2.34
49.1285874,-122.7962673,2.24
49.128585,-122.7962533,2.12
49.1285812,-122.7962377,1.81
49.1285765,-122.7962242,1.65
49.1285714,-122.7962123,1.57
49.1285699,-122.7961981,1.52
49.1285699,-122.796182,1.39
49.1285711,-122.7961665,1.31
49.1285701,-122.7961568,1.26
49.1285687,-122.7961523,1.09
49.1285693,-122.7961553,0.91
49.1285721,-122.7961598,0.89
49.1285782,-122.7961681,0.84
49.1285853,-122.7961785,0.81
49.1285911,-122.7961903,0.82
49.1285945,-122.7961998,0.84
49.1285964,-122.7962087,0.92
49.1285977,-122.796216,0.99
49.1285984,-122.7962225,1.09
49.1286009,-122.7962283,1.14
49.1286042,-122.7962318,1.18
49.128608,-122.7962378,1.17
49.1286152,-122.7962529,1.27
49.1286187,-122.7962617,1.39
49.1286219,-122.7962694,1.35
49.1286243,-122.7962774,1.37
49.1286262,-122.7962853,1.35
49.1286266,-122.7962939,1.35
49.1286275,-122.7963007,1.33
49.1286277,-122.7963087,1.35
49.1286281,-122.7963197,1.3
49.1286309,-122.7963323,1.31
49.1286352,-122.7963448,1.3
49.1286402,-122.7963595,1.33
49.1286432,-122.7963741,1.4
49.1286441,-122.7963883,1.56
49.1286448,-122.7964015,1.74
49.1286463,-122.796417,1.75
49.1286477,-122.7964296,1.95
49.1286477,-122.7964421,2.05
49.1286466,-122.7964532,2.04
49.1286457,-122.7964605,2.07
49.1286467,-122.7964634,2.1
49.1286483,-122.7964679,2.1
49.1286498,-122.7964737,2.09
49.1286514,-122.796479,2.09
49.1286527,-122.7964853,2.08
49.128655,-122.7964909,2.14
49.1286582,-122.7964955,2.16
49.1286616,-122.7965001,2.19
49.1286648,-122.7965044,2.22
49.1286668,-122.7965118,2.27
49.1286689,-122.796519,2.27
49.1286689,-122.7965262,2.31
49.1286671,-122.7965332,2.33
49.1286647,-122.7965388,2.31
49.1286626,-122.7965412,2.19
49.1286616,-122.79654,2.16
49.1286612,-122.7965391,2.17
49.1286616,-122.7965381,2.19
49.1286613,-122.7965374,2.17
49.128661,-122.7965372,2.16
49.1286594,-122.7965371,2.14
49.1286571,-122.7965377,2.14
49.1286555,-122.7965381,2.16
49.1286544,-122.7965387,2.19
49.1286525,-122.7965395,2.2
49.1286513,-122.7965404,2.19
49.1286514,-122.7965412,2.18
49.1286505,-122.796542,2.2
49.1286485,-122.7965429,2.23
49.128647,-122.796544,2.24
49.1286449,-122.7965448,2.24
49.1286439,-122.7965453,2.24
49.1286451,-122.7965463,2.25
49.1286455,-122.7965472,2.28
49.128645,-122.7965478,2.34
49.1286439,-122.796548,2.37
49.1286428,-122.7965483,2.39
49.128642,-122.7965489,2.42
49.1286409,-122.7965494,2.44
49.1286401,-122.7965495,2.45
49.1286393,-122.79655,2.47
49.1286389,-122.7965499,2.5
49.1286383,-122.7965501,2.51
49.1286376,-122.7965502,2.54
49.1286369,-122.7965505,2.55
49.1286363,-122.7965509,2.57
49.1286358,-122.7965515,2.59
49.1286346,-122.7965514,2.62
49.1286329,-122.7965512,2.62
49.1286319,-122.7965512,2.64
49.1286313,-122.7965514,2.65
49.1286308,-122.796552,2.65
49.1286304,-122.7965524,2.66
49.1286298,-122.7965526,2.68
49.1286289,-122.7965529,2.69
49.1286283,-122.7965533,2.74
49.1286276,-122.796554,2.75
49.1286268,-122.7965547,2.78
49.1286278,-122.7965558,2.81
49.1286296,-122.7965569,2.84
49.1286317,-122.7965577,2.88
49.1286317,-122.7965582,2.94
49.1286304,-122.796558,3.01
49.1286279,-122.7965577,3.08
49.1286268,-122.7965581,3.08
49.1286261,-122.7965585,3.09
49.128626,-122.7965588,3.09
49.1286262,-122.7965593,3.09
49.1286261,-122.7965597,3.1
49.128626,-122.7965595,3.13
49.1286258,-122.7965593,3.13
49.1286257,-122.7965589,3.16
49.1286255,-122.7965585,3.2
49.1286253,-122.7965583,3.22
49.1286249,-122.7965579,3.23
49.1286243,-122.7965574,3.27
49.1286243,-122.7965569,3.3
49.1286246,-122.7965567,3.33
49.128625,-122.7965563,3.38
49.1286251,-122.7965562,3.41
49.1286247,-122.7965563,3.44
49.1286243,-122.7965563,3.43
49.1286235,-122.796556,3.47
49.1286229,-122.7965559,3.49
49.1286222,-122.796556,3.49
49.1286219,-122.7965567,3.47
49.1286214,-122.796557,3.48
49.1286207,-122.796557,3.52
49.1286202,-122.7965567,3.55
49.1286205,-122.7965568,3.56
49.1286211,-122.7965574,3.56
49.1286212,-122.7965576,3.58
49.1286214,-122.7965576,3.62
49.1286213,-122.7965578,3.65
49.1286218,-122.7965582,3.67
49.1286232,-122.7965586,3.69
49.1286238,-122.7965587,3.73
49.1286238,-122.7965583,3.75
49.1286236,-122.796558,3.73
49.1286235,-122.7965577,3.72
49.1286223,-122.7965572,3.72
49.12862,-122.7965561,3.72
49.1286192,-122.7965553,3.67
49.1286194,-122.7965547,3.65
49.1286199,-122.7965542,3.63
49.1286202,-122.7965535,3.62
49.1286203,-122.7965525,3.59
49.1286209,-122.796552,3.55
49.1286212,-122.7965513,3.51
49.1286217,-122.796551,3.52
49.1286224,-122.7965504,3.55
49.1286219,-122.7965495,3.57
49.1286216,-122.7965492,3.58
49.1286233,-122.7965496,3.62
49.1286261,-122.7965506,3.66
49.1286284,-122.7965517,3.69
49.1286296,-122.7965525,3.73
49.1286299,-122.7965532,3.76
49.1286298,-122.7965535,3.77
49.1286294,-122.7965538,3.77
49.1286287,-122.796554,3.77
49.1286282,-122.7965545,3.76
49.1286281,-122.7965548,3.75
49.1286277,-122.7965552,3.74
49.1286276,-122.7965556,3.72
49.1286279,-122.7965561,3.68
49.128628,-122.7965566,3.66
49.1286277,-122.7965569,3.62
49.1286271,-122.796557,3.62
49.1286265,-122.796557,3.62
49.1286257,-122.7965572,3.64
49.1286252,-122.7965569,3.65
49.128625,-122.7965565,3.66
49.1286251,-122.7965561,3.67
49.1286251,-122.7965554,3.69
49.1286251,-122.7965551,3.69
49.128625,-122.7965555,3.66
49.1286247,-122.7965558,3.69
49.1286253,-122.7965561,3.7
49.1286269,-122.7965564,3.81
49.1286279,-122.7965566,3.86
49.128628,-122.7965561,3.89
49.1286277,-122.7965552,3.88
49.1286273,-122.7965536,3.81
49.1286271,-122.7965524,3.79
49.1286269,-122.7965514,3.81
49.128626,-122.7965505,3.83
49.1286251,-122.7965496,3.84
49.1286246,-122.7965492,3.86
49.1286242,-122.7965491,3.88
49.128624,-122.7965494,3.89
49.1286239,-122.7965496,3.89
49.1286235,-122.7965495,3.88
49.1286236,-122.7965494,3.87
49.1286237,-122.7965493,3.84
49.1286237,-122.796549,3.81
49.1286239,-122.7965488,3.78
49.1286237,-122.7965486,3.75
49.1286237,-122.7965485,3.74
49.1286236,-122.7965486,3.72
49.1286237,-122.7965485,3.69
49.1286243,-122.7965485,3.67
49.1286242,-122.7965484,3.64
49.1286243,-122.7965483,3.62
49.1286243,-122.7965482,3.59
49.1286242,-122.7965487,3.58
49.1286244,-122.7965484,3.6
49.1286244,-122.796548,3.6
49.128625,-122.7965482,3.65
49.1286306,-122.7965477,3.79
49.1286373,-122.7965488,3.77
49.1286425,-122.7965509,3.87
49.1286468,-122.7965531,4.01
49.1286527,-122.7965573,4.13
49.1286593,-122.7965631,4.23
49.1286655,-122.796568,4.23
49.128671,-122.7965724,4.24
49.128677,-122.7965762,4.21
49.1286824,-122.796581,4.27
49.1286884,-122.7965848,4.32
49.128694,-122.7965891,4.33
49.1287023,-122.7965936,4.34
49.1287093,-122.7965981,4.39
49.1287171,-122.7966036,4.49
49.1287253,-122.7966107,4.53
49.1287351,-122.7966197,4.42
49.1287446,-122.7966318,4.42
49.1287545,-122.7966449,4.39
49.128766,-122.7966549,4.43
49.1287763,-122.796663,4.38
49.1287847,-122.7966705,4.29
49.1287916,-122.7966776,4.17
49.1287983,-122.7966847,4.05
49.1288055,-122.7966914,3.87
49.1288126,-122.7966988,3.72
49.1288185,-122.796705,3.54
49.1288226,-122.7967094,3.22
49.1288264,-122.796708,2.85
49.1288289,-122.7967054,2.66
49.1288306,-122.7967034,2.66
49.1288319,-122.7967018,2.61
49.1288332,-122.7967005,2.55
49.1288345,-122.7967012,2.49
49.1288359,-122.7967039,2.47
49.1288356,-122.7967076,2.48
49.1288338,-122.7967119,2.5
49.1288345,-122.7967156,2.51
49.1288347,-122.7967215,2.55
